1	QLever		    557	      	Count= 0 	200		chemical-element_allotropes Q1038
2	QLever		     10	      	Count= 0 	200		chemical-element_allotropes Q104567
3	QLever		      9	      	Count= 0 	200		chemical-element_allotropes Q1046
4	QLever		      9	      	Count= 0 	200		chemical-element_allotropes Q1053
5	QLever		      9	      	Count= 0 	200		chemical-element_allotropes Q1054
6	QLever		     19	      	Count= 4 	200		chemical-element_data Q1038
7	QLever		     14	      	Count= 0 	200		chemical-element_data Q104567
8	QLever		     14	      	Count= 4 	200		chemical-element_data Q1046
9	QLever		     14	      	Count= 4 	200		chemical-element_data Q1053
10	QLever		     14	      	Count= 4 	200		chemical-element_data Q1054
11	QLever		    143	      	Count= 31 	200		chemical-element_isotopes Q1038
12	QLever		     90	      	Count= 0 	200		chemical-element_isotopes Q104567
13	QLever		    122	      	Count= 35 	200		chemical-element_isotopes Q1046
14	QLever		    121	      	Count= 30 	200		chemical-element_isotopes Q1053
15	QLever		    118	      	Count= 37 	200		chemical-element_isotopes Q1054
16	QLever		   9797	      	Count= 500 	200		chemical-element_recent-literature Q1038
17	QLever		    171	      	Count= 500 	200		chemical-element_recent-literature Q104567
18	QLever		    174	      	Count= 500 	200		chemical-element_recent-literature Q1046
19	QLever		    186	      	Count= 500 	200		chemical-element_recent-literature Q1053
20	QLever		    170	      	Count= 500 	200		chemical-element_recent-literature Q1054
